datasets/20newsgroups/20newsgroups_parsed_1/sci.electronics\53569.txt 11540 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\76392.txt 11073 
datasets/20newsgroups/20newsgroups_parsed_1/rec.sport.hockey\53468.txt 9223 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66322.txt 8870 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\75881.txt 10047 
datasets/20newsgroups/20newsgroups_parsed_1/sci.space\61435.txt 8768 
datasets/20newsgroups/20newsgroups_parsed_1/sci.crypt\15176.txt 8267 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\76479.txt 9375 
datasets/20newsgroups/20newsgroups_parsed_1/sci.crypt\15177.txt 7701 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\67882.txt 8088 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.guns\54684.txt 7694 
datasets/20newsgroups/20newsgroups_parsed_1/sci.crypt\15178.txt 8039 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\176936.txt 7915 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\176960.txt 7822 
datasets/20newsgroups/20newsgroups_parsed_1/comp.sys.mac.hardware\52004.txt 7521 
datasets/20newsgroups/20newsgroups_parsed_1/talk.religion.misc\84286.txt 7974 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66429.txt 7129 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\179058.txt 7558 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\76266.txt 7716 
datasets/20newsgroups/20newsgroups_parsed_1/comp.sys.mac.hardware\51892.txt 6797 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\178571.txt 6714 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66433.txt 6049 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\68012.txt 5350 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66422.txt 5981 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\77257.txt 6097 
datasets/20newsgroups/20newsgroups_parsed_1/sci.space\61207.txt 5843 
datasets/20newsgroups/20newsgroups_parsed_1/comp.os.ms-windows.misc\10140.txt 3495 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66430.txt 5752 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66424.txt 5673 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66409.txt 6150 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\178314.txt 6080 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\64831.txt 5950 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\66408.txt 6077 
datasets/20newsgroups/20newsgroups_parsed_1/comp.windows.x\64830.txt 5934 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.mideast\76391.txt 5990 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\179073.txt 5670 
datasets/20newsgroups/20newsgroups_parsed_1/sci.med\59122.txt 4621 
datasets/20newsgroups/20newsgroups_parsed_1/rec.motorcycles\102616.txt 5284 
datasets/20newsgroups/20newsgroups_parsed_1/sci.space\61253.txt 4927 
datasets/20newsgroups/20newsgroups_parsed_1/soc.religion.christian\21565.txt 5256 
datasets/20newsgroups/20newsgroups_parsed_1/sci.med\59283.txt 4251 
datasets/20newsgroups/20newsgroups_parsed_1/sci.med\59286.txt 4256 
datasets/20newsgroups/20newsgroups_parsed_1/talk.politics.misc\178547.txt 5043 
datasets/20newsgroups/20newsgroups_parsed_1/sci.med\59284.txt 4211 
datasets/20newsgroups/20newsgroups_parsed_1/sci.med\59125.txt 4150 
